OBJECTID,AreaSQKM,CITY,CITYCODE,MUNITYPE,DISTRICT,MUNICIPAL,MUNICODE,Shape_Length,Shape_Area,ACC_INDEX,SUMACCIDEN,INJTOTAL,DEAD,SEVER_INJ,SLIGH_INJ,INJ0_19,INJ20_64,INJ65_,PEDESTRINJ,TOTDRIVERS,VEHICLE,BICYCLE,MOTORCYCLE,PRIVATE,TRUCK,YEARMONTH
821,11.50132307,אבו תלול,1375,מועצה אזורית,דרום,נווה מדבר,5568,23683.86592,11501323.07,0.434732593,5,8,1,4,3,7,1,0,4,7,7,0,0,5,0,202012
822,6.51757302,ביר הדאג',1348,מועצה אזורית,דרום,נווה מדבר,5568,21630.90653,6517573.02,1.227450767,8,12,2,1,9,4,8,0,0,13,13,1,0,6,0,202012
823,4.823207049,קצר א-סר,1347,מועצה אזורית,דרום,נווה מדבר,5568,11029.40911,4823207.049,0.829323718,4,10,2,1,7,3,6,1,0,9,9,0,0,7,1,202012
824,32.87210329,נוף הגליל,1061,עירייה,צפון,נוף הגליל,1061,71700.77817,32872103.29,59.80755119,1966,3015,3,38,2974,542,2160,290,208,3488,3488,11,67,2645,70,202012
825,2.292964368,בית חלקיה,2033,מועצה אזורית,מרכז,נחל שורק,5531,9659.82965,2292964.368,4.361166768,10,14,0,1,13,2,11,0,2,15,15,1,3,8,0,202012
826,3.465775978,בני ראם,588,מועצה אזורית,מרכז,נחל שורק,5531,7949.012102,3465775.978,17.02360464,59,94,0,0,94,13,74,5,1,121,121,1,4,100,5,202012
827,0.291867702,גני טל,1371,מועצה אזורית,מרכז,נחל שורק,5531,3769.684548,291867.7021,3.426209865,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,202012
828,1.819706122,חפץ חיים,363,מועצה אזורית,מרכז,נחל שורק,5531,10231.37476,1819706.122,10.99078569,20,24,0,0,24,2,18,4,2,34,34,0,1,21,6,202012
829,0.684429443,יד בנימין,577,מועצה אזורית,מרכז,נחל שורק,5531,4403.478818,684429.443,29.22141969,20,25,0,0,25,7,18,0,4,33,33,4,0,23,1,202012
830,3.167223949,יסודות,440,מועצה אזורית,מרכז,נחל שורק,5531,15766.19956,3167223.949,2.210137367,7,9,0,0,9,1,8,0,1,11,11,0,0,4,1,202012
831,0.295456023,נצר חזני,1372,מועצה אזורית,מרכז,נחל שורק,5531,2495.546648,295456.023,13.53839383,4,5,0,0,5,0,3,2,0,8,8,0,0,6,0,202012
832,16.30600293,שטח כללי - נחל שורק,5531,מועצה אזורית,מרכז,נחל שורק,5531,55997.50891,16306002.93,14.0439077,229,390,0,20,370,44,314,26,3,461,461,2,6,312,46,202012
833,6.067119118,נחף,522,מועצה מקומית,צפון,נחף,522,12934.11177,6067119.118,74.17029256,450,931,1,12,918,187,704,31,39,847,847,3,12,688,12,202012
834,15.67522915,נס ציונה,7200,עירייה,מרכז,נס ציונה,7200,23805.09114,15675229.15,69.91923304,1096,1465,7,28,1430,184,1067,192,142,2032,2032,53,152,1535,50,202012
835,14.17208153,נצרת,7300,עירייה,צפון,נצרת,7300,25713.39047,14172081.53,196.3014392,2782,4452,9,39,4404,952,3229,236,325,5070,5070,20,122,3858,148,202012
836,12.94454252,נשר,2500,עירייה,חיפה,נשר,2500,23374.11734,12944542.52,61.18408579,792,1162,1,25,1136,145,919,92,60,1455,1455,6,63,1138,40,202012
837,15.27301123,נתיבות,246,עירייה,דרום,נתיבות,246,26181.965,15273011.23,47.27293062,722,956,0,24,932,230,626,83,139,1230,1230,59,21,805,30,202012
838,34.74865043,נתניה,7400,עירייה,מרכז,נתניה,7400,34477.34496,34748650.43,164.179038,5705,7398,28,170,7200,1041,5294,900,1091,10401,10401,438,782,7135,245,202012
839,3.568399171,סאג'ור,525,מועצה מקומית,צפון,סאגור,525,7805.790314,3568399.171,12.05022139,43,66,0,1,65,5,55,5,3,69,69,0,0,51,1,202012
840,3.719913128,סביון,587,מועצה מקומית,מרכז,סביון,587,9596.084179,3719913.128,34.67822918,129,167,1,5,161,25,119,15,17,226,226,7,33,150,7,202012
841,11.52887069,סח'נין,7500,עירייה,צפון,סחנין,7500,23255.92134,11528870.69,167.4058155,1930,4147,1,24,4122,1067,2994,70,194,3605,3605,14,29,2609,62,202012
842,18.22041309,עומר,666,מועצה מקומית,דרום,עומר,666,21122.27483,18220413.09,11.79995201,215,337,3,14,320,57,250,22,9,415,415,3,6,303,21,202012
843,7.180610629,עוספייא,534,מועצה מקומית,חיפה,עוספייא,534,22039.30767,7180610.629,51.10985945,367,632,1,26,605,115,473,39,32,669,669,6,20,537,16,202012
844,4.901756247,עילבון,530,מועצה מקומית,צפון,עילבון,530,17705.58545,4901756.247,41.61773652,204,436,2,8,426,80,336,20,5,348,348,2,3,266,6,202012
845,3.114336401,עילוט,511,מועצה מקומית,צפון,עילוט,511,8677.295713,3114336.401,51.69640631,161,256,1,9,246,59,188,8,25,263,263,2,4,197,14,202012
846,5.2114109,עין מאהל,532,מועצה מקומית,צפון,עין מאהל,532,13517.72585,5211410.9,18.03734186,94,135,0,5,130,42,91,2,41,144,144,1,0,105,6,202012
847,5.41301988,עין קיניה,4502,מועצה מקומית,צפון,עין קיניה,4502,9434.013207,5413019.88,2.401616896,13,28,0,1,27,11,17,0,0,17,17,1,0,15,0,202012
848,17.49477701,עכו,7600,עירייה,צפון,עכו,7600,23027.08321,17494777.01,140.9563551,2466,3834,8,59,3767,681,2870,260,330,4652,4652,219,160,3400,138,202012
849,2.688168076,אלומות,330,מועצה אזורית,צפון,עמק הירדן,5506,9141.885566,2688168.076,1.488002196,4,4,0,0,4,0,3,0,0,6,6,0,0,3,0,202012
850,2.885210565,אלמגור,1125,מועצה אזורית,צפון,עמק הירדן,5506,7450.914857,2885210.565,0.346595154,1,4,0,0,4,1,3,0,0,2,2,0,0,2,0,202012
851,1.32025175,אפיקים,176,מועצה אזורית,צפון,עמק הירדן,5506,4977.474872,1320251.75,13.63376341,18,37,0,4,33,10,22,4,0,31,31,1,0,22,1,202012
852,4.911998222,אשדות יעקב (מאוחד),188,מועצה אזורית,צפון,עמק הירדן,5506,13958.60878,4911998.222,1.221498814,6,11,1,0,10,3,8,0,0,12,12,0,0,9,0,202012
853,4.326165719,אשדות יעקב(איחוד),199,מועצה אזורית,צפון,עמק הירדן,5506,10156.57049,4326165.719,3.929576698,17,30,0,4,26,7,20,3,1,30,30,0,3,18,3,202012
854,2.334901214,בית זרע,143,מועצה אזורית,צפון,עמק הירדן,5506,9144.513479,2334901.214,1.713134576,4,7,0,0,7,0,7,0,0,9,9,0,0,8,0,202012
855,11.03806354,גינוסר,262,מועצה אזורית,צפון,עמק הירדן,5506,23677.48176,11038063.54,1.268338414,14,27,0,0,27,5,22,0,1,24,24,0,0,18,2,202012
856,1.24397207,דגניה א',62,מועצה אזורית,צפון,עמק הירדן,5506,6285.512394,1243972.07,13.66590167,17,26,0,0,26,4,19,2,1,33,33,1,0,27,3,202012
857,2.548908577,דגניה ב',79,מועצה אזורית,צפון,עמק הירדן,5506,9339.297776,2548908.577,23.93181166,61,105,0,2,103,25,75,5,2,125,125,2,5,87,8,202012
858,8.756862239,האון,702,מועצה אזורית,צפון,עמק הירדן,5506,17562.5615,8756862.239,1.141961553,10,17,0,2,15,5,12,0,1,15,15,0,1,10,1,202012
859,7.148351804,חוקוק,374,מועצה אזורית,צפון,עמק הירדן,5506,17725.41345,7148351.804,0.699461937,5,7,0,0,7,0,6,0,0,6,6,0,0,5,0,202012
860,7.00502605,כנרת מושבה,63,מועצה אזורית,צפון,עמק הירדן,5506,18262.03011,7005026.05,8.422523997,59,114,0,0,114,28,77,6,6,100,100,0,3,76,4,202012
861,0.397070041,כפר עבודה,1104,מועצה אזורית,צפון,עמק הירדן,5506,3904.068545,397070.0408,93.18255269,37,72,0,0,72,14,55,3,4,74,74,0,2,49,1,202012
862,3.548805036,מסדה,263,מועצה אזורית,צפון,עמק הירדן,5506,7645.993426,3548805.036,0.563569985,2,3,0,0,3,0,2,0,0,4,4,0,0,3,0,202012
863,3.809101971,מעגן,678,מועצה אזורית,צפון,עמק הירדן,5506,8565.185971,3809101.971,4.98805234,19,44,0,1,43,12,29,3,0,39,39,0,2,30,2,202012
864,0.904195447,נווה עובד,1105,מועצה אזורית,צפון,עמק הירדן,5506,5793.748689,904195.4469,28.75484508,26,42,0,0,42,7,32,3,2,47,47,0,1,41,2,202012
865,13.32186205,עין גב,273,מועצה אזורית,צפון,עמק הירדן,5506,41007.83929,13321862.05,3.302841588,44,111,2,9,100,34,68,8,2,80,80,0,7,57,2,202012
866,0.76232807,פוריה עילית,1313,מועצה אזורית,צפון,עמק הירדן,5506,5082.528994,762328.0703,35.41782213,27,52,0,1,51,5,44,3,1,51,51,0,1,42,1,202012
867,3.497036436,קבוצת כנרת,57,מועצה אזורית,צפון,עמק הירדן,5506,13252.88568,3497036.436,5.719128287,20,39,0,1,38,6,31,1,2,34,34,0,2,24,3,202012
868,4.588772225,רביד,1225,מועצה אזורית,צפון,עמק הירדן,5506,10615.38225,4588772.225,2.61507859,12,21,1,1,19,2,19,0,1,20,20,0,1,13,2,202012
869,83.33882171,שטח כללי - עמק הירדן,5506,מועצה אזורית,צפון,עמק הירדן,5506,192047.5766,83338821.71,0.851943891,71,150,0,5,145,25,107,6,0,126,126,0,2,100,5,202012
870,7.559325539,שער הגולן,264,מועצה אזורית,צפון,עמק הירדן,5506,20947.98809,7559325.539,1.852017079,14,31,0,0,31,7,21,2,0,22,22,2,0,15,1,202012
871,7.764981317,תל קציר,719,מועצה אזורית,צפון,עמק הירדן,5506,16639.39812,7764981.317,0.772699863,6,12,0,0,12,2,10,0,0,10,10,0,1,8,0,202012
872,3.032451431,בית יוסף,265,מועצה אזורית,צפון,עמק המעיינות,5507,7428.729263,3032451.431,3.297662049,10,21,0,0,21,4,15,2,0,19,19,0,1,16,1,202012
873,0.905491686,גשר,305,מועצה אזורית,צפון,עמק המעיינות,5507,6546.087592,905491.6861,7.730606595,7,10,0,1,9,0,8,1,0,12,12,0,0,7,0,202012
874,0.732481412,חמדיה,343,מועצה אזורית,צפון,עמק המעיינות,5507,4470.567237,732481.4122,5.460889428,4,6,0,0,6,0,6,0,0,6,6,0,0,5,1,202012
875,1.007781144,טירת צבי,268,מועצה אזורית,צפון,עמק המעיינות,5507,4938.84735,1007781.144,0.992278935,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,202012
876,1.246434847,ירדנה,2026,מועצה אזורית,צפון,עמק המעיינות,5507,4978.462251,1246434.847,2.406864673,3,3,0,0,3,0,3,0,0,5,5,1,0,3,1,202012
877,1.15424306,כפר רופין,295,מועצה אזורית,צפון,עמק המעיינות,5507,5629.58988,1154243.06,2.599105946,3,3,0,0,3,0,3,0,0,6,6,0,0,6,0,202012
878,0.976051667,מירב,1282,מועצה אזורית,צפון,עמק המעיינות,5507,3972.065497,976051.6669,1.024535928,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,202012
879,1.9367666,מנחמיה,48,מועצה אזורית,צפון,עמק המעיינות,5507,7188.031838,1936766.6,3.614271333,7,8,0,0,8,4,4,0,0,9,9,0,1,4,1,202012
880,1.012163469,מסילות,298,מועצה אזורית,צפון,עמק המעיינות,5507,5642.196642,1012163.469,0.987982703,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,202012
881,0.748075961,מעוז חיים,272,מועצה אזורית,צפון,עמק המעיינות,5507,3520.750431,748075.9612,5.347050577,4,6,0,0,6,2,2,1,0,6,6,1,0,1,1,202012
882,1.060618015,מעלה גלבוע,1127,מועצה אזורית,צפון,עמק המעיינות,5507,7913.820015,1060618.015,14.14269774,15,24,0,1,23,0,22,2,0,21,21,0,2,12,1,202012
883,0.692464171,נווה אור,590,מועצה אזורית,צפון,עמק המעיינות,5507,3499.428503,692464.1708,4.332354115,3,5,0,0,5,0,3,2,0,3,3,0,0,3,0,202012
884,0.700794049,נווה איתן,296,מועצה אזורית,צפון,עמק המעיינות,5507,3582.865148,700794.0494,5.707811023,4,5,0,0,5,1,4,0,0,6,6,2,0,3,0,202012
885,0.948883124,ניר דוד,256,מועצה אזורית,צפון,עמק המעיינות,5507,5291.204401,948883.1244,20.02354085,19,25,0,0,25,4,21,0,3,27,27,1,0,19,0,202012
886,0.940547791,עין הנציב,383,מועצה אזורית,צפון,עמק המעיינות,5507,5407.439416,940547.7906,9.568891756,9,10,0,1,9,3,7,0,0,14,14,0,0,9,0,202012
887,1.220034567,רוויה,2016,מועצה אזורית,צפון,עמק המעיינות,5507,4923.402619,1220034.567,3.278595631,4,5,0,1,4,3,2,0,0,5,5,0,1,1,1,202012
888,1.206937731,רחוב,854,מועצה אזורית,צפון,עמק המעיינות,5507,6002.936274,1206937.731,3.314172636,4,4,0,0,4,1,1,1,1,6,6,0,1,3,0,202012
889,1.341190779,רשפים,437,מועצה אזורית,צפון,עמק המעיינות,5507,4708.286413,1341190.779,4.473636482,6,7,0,1,6,1,6,0,1,8,8,1,1,4,1,202012
890,1.194841698,שדה אליהו,304,מועצה אזורית,צפון,עמק המעיינות,5507,6509.230228,1194841.698,5.858516664,7,7,0,1,6,0,7,0,2,11,11,0,0,8,1,202012
891,0.746553812,שדה נחום,259,מועצה אזורית,צפון,עמק המעיינות,5507,4016.845098,746553.8115,16.07385806,12,15,0,2,13,4,11,0,1,21,21,0,0,18,0,202012
892,1.388004576,שדה תרומות,2057,מועצה אזורית,צפון,עמק המעיינות,5507,6314.710023,1388004.576,5.043211039,7,9,0,0,9,0,8,1,1,12,12,0,0,9,0,202012
893,223.5132278,שטח כללי - עמק המעיינות,5507,מועצה אזורית,צפון,עמק המעיינות,5507,270147.5471,223513227.8,0.671101221,150,356,2,16,338,93,234,24,1,267,267,3,16,198,18,202012
894,0.886710228,שלוחות,439,מועצה אזורית,צפון,עמק המעיינות,5507,4065.896589,886710.2284,9.022113136,8,15,0,0,15,4,11,0,1,12,12,0,0,9,0,202012
895,0.657570399,תל תאומים,1283,מועצה אזורית,צפון,עמק המעיינות,5507,3079.684151,657570.3985,1.520749721,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,202012
896,3.375140152,אביחיל,175,מועצה אזורית,מרכז,עמק חפר,5516,14994.38748,3375140.152,2.370271941,8,8,0,0,8,0,7,1,1,13,13,0,1,10,1,202012
897,3.28534774,אומץ,680,מועצה אזורית,מרכז,עמק חפר,5516,10190.19476,3285347.74,2.435054257,8,9,0,0,9,0,9,0,0,13,13,1,0,8,3,202012
898,3.229357237,אחיטוב,850,מועצה אזורית,מרכז,עמק חפר,5516,7966.947195,3229357.237,3.715909736,12,12,0,1,11,0,10,0,1,17,17,1,3,7,2,202012
899,1.484234175,אלישיב,204,מועצה אזורית,מרכז,עמק חפר,5516,11215.89564,1484234.175,6.063733172,9,13,0,1,12,2,8,3,0,16,16,0,1,14,0,202012
900,3.541793745,בארותיים,697,מועצה אזורית,מרכז,עמק חפר,5516,9300.765725,3541793.745,3.105770915,11,24,0,0,24,6,16,2,1,20,20,0,1,16,1,202012
901,3.300505339,בורגתא,698,מועצה אזורית,מרכז,עמק חפר,5516,7761.021793,3300505.339,0.908951719,3,3,0,0,3,0,2,1,0,4,4,0,0,3,0,202012
902,3.698322997,בחן,2043,מועצה אזורית,מרכז,עמק חפר,5516,11867.45598,3698322.997,11.62689144,43,70,2,1,67,11,55,4,2,82,82,0,6,57,4,202012
903,2.81361494,בית הלוי,373,מועצה אזורית,מרכז,עמק חפר,5516,8243.595073,2813614.94,1.421658644,4,4,0,0,4,1,3,0,0,8,8,0,1,4,1,202012
904,2.283046378,בית חירות,877,מועצה אזורית,מרכז,עמק חפר,5516,37069.67065,2283046.378,9.63624752,22,34,0,1,33,8,26,0,0,38,38,0,1,31,2,202012
905,1.570439206,בית ינאי,200,מועצה אזורית,מרכז,עמק חפר,5516,12069.44046,1570439.206,12.73529082,20,29,0,0,29,6,20,3,1,41,41,1,2,29,4,202012
906,5.216599186,בית יצחק- שער חפר,326,מועצה אזורית,מרכז,עמק חפר,5516,14687.85826,5216599.186,6.901047735,36,48,0,2,46,8,36,2,0,69,69,4,6,53,0,202012
907,0.829002325,ביתן אהרון,252,מועצה אזורית,מרכז,עמק חפר,5516,6148.797417,829002.3255,14.47523081,12,16,1,3,12,3,11,2,0,23,23,0,2,19,0,202012
908,0.208353579,בת חן,1361,מועצה אזורית,מרכז,עמק חפר,5516,2383.563261,208353.5789,19.19813435,4,4,0,0,4,0,3,1,0,6,6,0,0,5,0,202012
909,0.969916811,בת חפר,1319,מועצה אזורית,מרכז,עמק חפר,5516,4508.93228,969916.8106,30.93048772,30,46,0,1,45,12,32,1,3,54,54,2,6,37,0,202012
910,0.750622813,גאולי תימן,872,מועצה אזורית,מרכז,עמק חפר,5516,6398.707465,750622.8132,11.99004326,9,11,0,0,11,0,10,1,1,18,18,2,0,14,0,202012
911,4.292853926,גבעת חיים איחוד,2018,מועצה אזורית,מרכז,עמק חפר,5516,23425.47588,4292853.926,1.863562128,8,9,0,0,9,1,8,0,1,12,12,0,2,6,1,202012
912,4.329969192,גבעת חיים מאוחד,173,מועצה אזורית,מרכז,עמק חפר,5516,20151.22221,4329969.192,0.461897051,2,2,0,0,2,0,1,1,1,3,3,0,0,1,1,202012
913,0.973555725,גבעת שפירא,1077,מועצה אזורית,מרכז,עמק חפר,5516,6239.829396,973555.725,4.108650278,4,5,0,0,5,0,4,1,0,6,6,0,2,3,0,202012
914,3.22723464,גן יאשיה,734,מועצה אזורית,מרכז,עמק חפר,5516,10658.31643,3227234.64,2.169039683,7,7,0,0,7,1,5,1,1,11,11,1,3,6,0,202012
915,2.178662574,הדר עם,191,מועצה אזורית,מרכז,עמק חפר,5516,13338.03347,2178662.574,1.835988761,4,5,0,1,4,0,5,0,0,9,9,0,2,6,0,202012
916,3.657651007,המעפיל,377,מועצה אזורית,מרכז,עמק חפר,5516,10417.04951,3657651.007,1.640397071,6,8,0,0,8,1,6,1,0,9,9,0,0,6,0,202012
917,2.849793061,העוגן,423,מועצה אזורית,מרכז,עמק חפר,5516,11828.80634,2849793.061,1.754513361,5,6,0,0,6,0,6,0,0,9,9,1,1,5,1,202012
918,1.153343338,חבצלת השרון,235,מועצה אזורית,מרכז,עמק חפר,5516,6991.786065,1153343.338,46.82040308,54,84,0,1,83,4,69,11,5,117,117,1,4,90,4,202012
919,1.920442581,חוגלה,205,מועצה אזורית,מרכז,עמק חפר,5516,10108.50988,1920442.581,1.041426606,2,2,0,0,2,0,2,0,0,3,3,0,0,2,0,202012
920,0.370059726,חופית,115,מועצה אזורית,מרכז,עמק חפר,5516,3744.051951,370059.7255,18.91586551,7,11,0,0,11,1,6,3,2,13,13,0,0,13,0,202012
921,2.220105347,חיבת ציון,219,מועצה אזורית,מרכז,עמק חפר,5516,13375.52855,2220105.347,0.900858152,2,2,0,0,2,0,2,0,0,4,4,0,0,4,0,202012
922,2.63835226,חניאל,807,מועצה אזורית,מרכז,עמק חפר,5516,7234.409441,2638352.26,3.411220002,9,11,0,1,10,0,8,3,0,17,17,1,1,11,0,202012
923,1.761717492,חרב לאת,422,מועצה אזורית,מרכז,עמק חפר,5516,13182.65718,1761717.492,7.946790597,14,20,0,0,20,3,17,0,0,29,29,0,1,25,0,202012
924,2.051089901,יד חנה,758,מועצה אזורית,מרכז,עמק חפר,5516,10031.25227,2051089.901,3.900365359,8,11,0,0,11,3,7,1,0,21,21,0,3,15,1,202012
925,2.524231603,ידידיה,233,מועצה אזורית,מרכז,עמק חפר,5516,18718.62156,2524231.603,28.52353164,72,117,1,3,113,18,92,7,4,149,149,0,3,120,8,202012
926,2.391691674,כפר הרואה,217,מועצה אזורית,מרכז,עמק חפר,5516,15572.82898,2391691.674,5.853597332,14,19,0,0,19,0,17,2,0,30,30,0,0,19,1,202012
927,6.585876869,כפר ויתקין,190,מועצה אזורית,מרכז,עמק חפר,5516,25830.54808,6585876.869,15.335847,101,145,0,4,141,11,128,4,5,208,208,2,10,158,6,202012
928,2.613461416,כפר חיים,193,מועצה אזורית,מרכז,עמק חפר,5516,15554.36868,2613461.416,4.591611695,12,18,0,0,18,5,12,1,0,21,21,0,1,19,0,202012
929,2.627384163,כפר מונש,387,מועצה אזורית,מרכז,עמק חפר,5516,13368.32343,2627384.163,1.141820082,3,3,0,0,3,0,2,1,1,3,3,0,1,0,1,202012
930,1.185167707,מכמורת,382,מועצה אזורית,מרכז,עמק חפר,5516,7446.989018,1185167.707,8.43762443,10,16,1,1,14,4,9,3,0,18,18,0,1,13,0,202012
931,2.965003379,מעברות,197,מועצה אזורית,מרכז,עמק חפר,5516,17688.76993,2965003.379,95.10950374,282,395,1,1,393,43,293,56,10,553,553,7,13,423,14,202012
932,3.166891008,משמר השרון,194,מועצה אזורית,מרכז,עמק חפר,5516,20621.42943,3166891.008,25.57713537,81,114,1,2,111,10,90,14,0,171,171,3,5,133,4,202012
933,3.889405315,עולש,737,מועצה אזורית,מרכז,עמק חפר,5516,12500.27899,3889405.315,1.542652286,6,8,1,1,6,2,5,1,0,10,10,0,0,7,0,202012
934,3.424542748,עין החורש,167,מועצה אזורית,מרכז,עמק חפר,5516,11820.11183,3424542.748,2.044068512,7,8,0,1,7,1,7,0,0,10,10,0,2,6,0,202012
935,0.241043733,שושנת העמקים,224,מועצה אזורית,מרכז,עמק חפר,5516,3090.012804,241043.7327,12.44587431,3,6,0,0,6,1,5,0,0,5,5,0,1,4,0,202012
936,28.11045969,שטח כללי - עמק חפר,5516,מועצה אזורית,מרכז,עמק חפר,5516,261841.3638,28110459.69,35.07591163,986,1634,15,47,1572,176,1320,128,13,2050,2050,6,80,1572,95,202012
937,0.108447479,(סוואד (תמירה,942,מועצה אזורית,צפון,עמק יזרעאל,5509,1513.09841,108447.4788,9.221053459,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,202012
938,0.476484323,אחוזת ברק,1330,מועצה אזורית,צפון,עמק יזרעאל,5509,3393.571095,476484.3232,20.98704934,10,11,0,0,11,2,8,1,0,16,16,0,1,12,0,202012
939,0.292143691,אלון הגליל,1182,מועצה אזורית,צפון,עמק יזרעאל,5509,2404.587175,292143.6908,20.5378387,6,8,1,0,7,0,8,0,0,12,12,1,0,9,0,202012
940,6.094033019,אלוני אבא,429,מועצה אזורית,צפון,עמק יזרעאל,5509,13313.09454,6094033.019,2.2973292,14,17,1,1,15,0,17,0,0,24,24,0,0,16,4,202012
941,7.856438574,אלונים,285,מועצה אזורית,צפון,עמק יזרעאל,5509,12714.65544,7856438.574,22.78386044,179,309,3,16,290,52,236,19,4,339,339,2,7,269,13,202012
942,6.114662926,בית לחם הגלילית,430,מועצה אזורית,צפון,עמק יזרעאל,5509,14607.35936,6114662.926,3.434367561,21,38,0,0,38,6,31,1,2,36,36,1,1,22,2,202012
943,4.109207964,בית שערים,248,מועצה אזורית,צפון,עמק יזרעאל,5509,9723.310433,4109207.964,15.33142166,63,98,0,0,98,12,83,3,0,119,119,1,4,95,2,202012
944,7.097953777,בלפוריה,94,מועצה אזורית,צפון,עמק יזרעאל,5509,11528.21686,7097953.777,7.748712056,55,122,2,2,118,27,83,12,0,112,112,0,2,92,5,202012
945,1.029819572,גבעת אלה,1288,מועצה אזורית,צפון,עמק יזרעאל,5509,5901.701007,1029819.572,5.826263319,6,9,0,0,9,3,5,1,0,10,10,0,1,7,0,202012
946,2.95765833,גבת,133,מועצה אזורית,צפון,עמק יזרעאל,5509,9027.566984,2957658.33,3.381053145,10,12,0,1,11,0,11,1,0,21,21,0,1,17,1,202012
947,10.23939061,גזית,457,מועצה אזורית,צפון,עמק יזרעאל,5509,17145.16092,10239390.61,1.562592991,16,25,0,0,25,1,23,1,0,25,25,0,0,18,1,202012
948,5.816774598,גיניגר,92,מועצה אזורית,צפון,עמק יזרעאל,5509,16602.96971,5816774.598,12.37799382,72,121,0,0,121,13,100,8,1,155,155,0,2,123,5,202012
949,17.04888529,דברת,407,מועצה אזורית,צפון,עמק יזרעאל,5509,24111.43391,17048885.29,3.343327087,57,88,1,4,83,5,78,5,0,125,125,1,4,93,3,202012
950,0.750039396,הושעיה,1186,מועצה אזורית,צפון,עמק יזרעאל,5509,4183.323426,750039.396,18.6656862,14,22,0,0,22,0,18,3,0,26,26,0,1,19,0,202012
951,15.94056611,היוגב,684,מועצה אזורית,צפון,עמק יזרעאל,5509,26038.23362,15940566.11,0.501864234,8,8,0,0,8,0,7,1,0,12,12,0,3,4,1,202012
952,10.93992083,הסוללים,677,מועצה אזורית,צפון,עמק יזרעאל,5509,23438.9976,10939920.83,23.67476,259,472,1,12,459,60,394,17,5,508,508,0,4,389,28,202012
953,0.579910325,הרדוף,1249,מועצה אזורית,צפון,עמק יזרעאל,5509,3618.989012,579910.3247,12.07083182,7,10,0,0,10,2,8,0,0,10,10,0,0,9,0,202012
954,0.789929627,חנתון,1257,מועצה אזורית,צפון,עמק יזרעאל,5509,4507.265365,789929.627,18.98903331,15,21,0,0,21,5,16,0,0,30,30,0,0,22,2,202012
955,1.774671201,יפעת,134,מועצה אזורית,צפון,עמק יזרעאל,5509,6019.155848,1774671.201,10.1427239,18,32,1,0,31,4,23,5,1,36,36,0,3,30,1,202012
956,7.996128317,כפר ברוך,132,מועצה אזורית,צפון,עמק יזרעאל,5509,15611.73436,7996128.317,2.251089438,18,22,0,3,19,0,20,2,0,32,32,0,0,20,4,202012
957,2.63749907,כפר גדעון,106,מועצה אזורית,צפון,עמק יזרעאל,5509,11500.72879,2637499.07,11.37441159,30,51,0,1,50,12,37,2,1,58,58,0,0,42,4,202012
958,4.25895947,כפר החורש,192,מועצה אזורית,צפון,עמק יזרעאל,5509,11141.00463,4258959.47,4.461183567,19,33,0,3,30,8,24,1,2,32,32,0,3,22,1,202012
959,9.449694438,כפר יהושע,140,מועצה אזורית,צפון,עמק יזרעאל,5509,17752.84138,9449694.438,0.634941165,6,7,0,0,7,1,6,0,0,10,10,0,1,7,0,202012
960,12.4378339,מזרע,104,מועצה אזורית,צפון,עמק יזרעאל,5509,22037.06403,12437833.9,4.904390949,61,115,0,0,115,14,97,4,0,130,130,0,1,106,2,202012
961,0.489547111,מנשית זבדה,994,מועצה אזורית,צפון,עמק יזרעאל,5509,5398.487116,489547.1109,16.34163459,8,18,0,0,18,5,13,0,1,14,14,0,0,11,0,202012
962,12.6116929,מרחביה מושב,97,מועצה אזורית,צפון,עמק יזרעאל,5509,17742.18875,12611692.9,1.982287406,25,45,2,4,39,10,31,4,1,50,50,0,1,36,3,202012
963,2.82568225,מרחביה קיבוץ,66,מועצה אזורית,צפון,עמק יזרעאל,5509,13245.09888,2825682.25,2.831174666,8,18,1,2,15,3,12,3,1,14,14,0,1,8,1,202012
964,8.333179562,נהלל,80,מועצה אזורית,צפון,עמק יזרעאל,5509,14457.45002,8333179.562,16.20029894,135,272,0,18,254,46,208,15,6,274,274,0,5,220,10,202012
965,0.623635216,עדי,1199,מועצה אזורית,צפון,עמק יזרעאל,5509,7671.6041,623635.2157,1.603501494,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,202012
966,26.34788716,עין דור,436,מועצה אזורית,צפון,עמק יזרעאל,5509,44233.0657,26347887.16,4.25081523,112,246,3,22,221,42,198,6,3,215,215,0,4,163,19,202012
967,15.43730025,ציפורי,613,מועצה אזורית,צפון,עמק יזרעאל,5509,30751.07262,15437300.25,10.94751008,169,351,4,15,332,71,263,16,5,335,335,1,9,250,21,202012
968,5.48255918,רמת דוד,135,מועצה אזורית,צפון,עמק יזרעאל,5509,13506.34344,5482559.18,4.195121155,23,50,0,0,50,7,42,1,0,48,48,0,0,37,5,202012
969,7.201889965,שדה יעקב,142,מועצה אזורית,צפון,עמק יזרעאל,5509,15654.82901,7201889.965,28.88130769,208,386,0,12,374,57,293,34,4,427,427,1,8,342,18,202012
