OBJECTID,AreaSQKM,CITY,CITYCODE,MUNITYPE,DISTRICT,MUNICIPAL,MUNICODE,Shape_Length,Shape_Area,ACC_INDEX,SUMACCIDEN,INJTOTAL,DEAD,SEVER_INJ,SLIGH_INJ,INJ0_19,INJ20_64,INJ65_,PEDESTRINJ,TOTDRIVERS,VEHICLE,BICYCLE,MOTORCYCLE,PRIVATE,TRUCK,YEARMONTH
970,97.14069713,שטח כללי - עמק יזרעאל,5509,מועצה אזורית,צפון,עמק יזרעאל,5509,270726.2958,97140697.13,3.530960865,343,715,11,35,669,143,530,39,8,705,705,4,5,549,38,202012
971,0.669008305,שמשית,1337,מועצה אזורית,צפון,עמק יזרעאל,5509,3697.104218,669008.3053,32.88449459,22,47,0,1,46,11,36,0,2,36,36,0,0,29,2,202012
972,5.04645035,שריד,126,מועצה אזורית,צפון,עמק יזרעאל,5509,12318.12111,5046450.35,4.755818116,24,44,1,4,39,7,34,3,0,49,49,1,1,37,1,202012
973,10.08387275,תל עדשים,103,מועצה אזורית,צפון,עמק יזרעאל,5509,18602.09544,10083872.75,18.84196724,190,375,2,9,364,53,300,22,0,395,395,0,3,323,19,202012
974,1.176078348,תמרת,1244,מועצה אזורית,צפון,עמק יזרעאל,5509,4655.821792,1176078.348,2.550850465,3,8,0,2,6,0,8,0,0,4,4,0,0,2,1,202012
975,29.17018467,עפולה,7700,עירייה,צפון,עפולה,7700,44662.65946,29170184.67,83.0985483,2424,3721,7,44,3670,566,2843,287,265,4462,4462,67,103,3359,128,202012
976,8.398776912,עראבה,531,עירייה,צפון,עראבה,531,21066.72668,8398776.912,115.7311368,972,2097,1,28,2068,600,1428,63,105,1765,1765,4,22,1216,35,202012
977,126.1309778,ערד,2560,עירייה,דרום,ערד,2560,80488.12628,126130977.8,2.59254313,327,546,6,19,521,106,370,54,60,525,525,11,24,308,13,202012
978,9.177143426,ערערה,637,מועצה מקומית,חיפה,ערערה,637,21323.021,9177143.426,26.91469323,247,343,2,11,330,103,225,10,46,417,417,20,18,280,11,202012
979,14.02627935,ערערה בנגב,1192,מועצה מקומית,דרום,ערערה בנגב,1192,16503.64022,14026279.35,6.773000709,95,150,3,19,128,59,86,3,39,139,139,0,1,87,3,202012
980,4.057189995,פוריידיס,537,מועצה מקומית,חיפה,פוריידיס,537,11786.65748,4057189.995,58.16833825,236,389,4,14,371,84,279,16,56,414,414,12,18,296,19,202012
981,11.0518637,פסוטה,535,מועצה מקומית,צפון,פסוטה,535,15695.71952,11051863.7,5.700396032,63,107,1,1,105,20,77,8,5,85,85,0,1,67,4,202012
982,5.568211376,פקיעין (בוקייעה),536,מועצה מקומית,צפון,פקיעין (בוקייעה),536,19253.45886,5568211.376,14.54686156,81,139,0,6,133,29,105,4,8,130,130,0,2,106,4,202012
983,22.84326678,פרדס חנה - כרכור,7800,מועצה מקומית,חיפה,פרדס חנה - כרכור,7800,34230.48573,22843266.78,47.8040208,1092,1536,5,42,1489,249,1122,139,136,2020,2020,68,97,1497,52,202012
984,1.474558722,פרדסיה,171,מועצה מקומית,מרכז,פרדסיה,171,5588.295045,1474558.722,61.71337812,91,130,0,0,130,20,92,17,6,180,180,2,10,132,5,202012
985,35.59702717,פתח תקווה,7900,עירייה,מרכז,פתח תקווה,7900,44767.32852,35597027.17,214.5684797,7638,9379,22,227,9130,1146,6862,1069,1214,13884,13884,585,1619,9197,389,202012
986,29.93877648,צפת,8000,עירייה,צפון,צפת,8000,34405.94208,29938776.48,29.05930376,870,1206,4,41,1161,244,796,107,150,1405,1405,26,64,913,29,202012
987,10.4877432,קדימה - צורן,195,מועצה מקומית,מרכז,קדימה - צורן,195,25021.73812,10487743.2,32.60949411,342,447,1,9,437,76,321,46,35,654,654,20,55,468,16,202012
988,8.33909878,קלנסווה,638,עירייה,מרכז,קלנסווה,638,14484.95151,8339098.78,73.74897651,615,896,2,16,878,239,606,31,96,1061,1061,39,20,679,42,202012
989,10.88903388,קצרין,4100,מועצה מקומית,צפון,קצרין,4100,13718.08231,10889033.88,8.357031582,91,138,0,3,135,19,106,11,14,154,154,3,6,110,1,202012
990,4.555088761,קרית אונו,2620,עירייה,תל אביב,קרית אונו,2620,13131.37427,4555088.761,166.8463646,760,883,3,19,861,104,621,125,111,1300,1300,30,158,877,28,202012
991,17.33886124,קרית אתא,6800,עירייה,חיפה,קרית אתא,6800,36366.48557,17338861.24,106.5813939,1848,2727,5,56,2666,405,2031,278,210,3419,3419,60,123,2524,118,202012
992,8.592285838,קרית ביאליק,9500,עירייה,חיפה,קרית ביאליק,9500,22150.46602,8592285.838,109.5168408,941,1350,2,33,1315,182,989,164,147,1733,1733,46,55,1343,51,202012
993,15.83679093,קרית גת,2630,עירייה,דרום,קרית גת,2630,25977.33556,15836790.93,93.57956462,1482,1886,4,37,1845,241,1379,153,269,2571,2571,63,52,1816,92,202012
994,8.245243759,קרית טבעון,2300,מועצה מקומית,חיפה,קרית טבעון,2300,27386.57509,8245243.759,36.02076648,297,387,1,12,374,42,279,62,37,530,530,2,18,412,16,202012
995,11.33751245,קרית ים,9600,עירייה,חיפה,קרית ים,9600,17267.07152,11337512.45,72.94369058,827,1246,1,41,1204,177,870,189,130,1494,1494,71,35,1095,22,202012
996,0.498389605,קרית יערים,1137,מועצה מקומית,ירושלים,קרית יערים,1137,4864.778623,498389.6053,38.12278546,19,25,0,0,25,7,14,1,3,28,28,3,0,14,0,202012
997,3.83524481,קרית מוצקין,8200,עירייה,חיפה,קרית מוצקין,8200,11637.12902,3835244.81,293.5927316,1126,1577,8,54,1515,209,1124,234,190,2051,2051,80,59,1532,28,202012
998,4.578693944,קרית מלאכי,1034,עירייה,דרום,קרית מלאכי,1034,13723.31319,4578693.944,93.69484078,429,547,1,13,533,95,382,51,100,744,744,15,18,530,32,202012
999,2.331586764,קרית עקרון,469,מועצה מקומית,מרכז,קרית עקרון,469,7661.502644,2331586.764,176.2748041,411,636,3,13,620,115,445,69,53,788,788,17,47,606,20,202012
1000,14.3827082,קרית שמונה,2800,עירייה,צפון,קרית שמונה,2800,21888.33574,14382708.2,35.32019095,508,785,1,9,775,155,564,59,66,941,941,22,43,699,30,202012
1001,6.491599003,ראמה,543,מועצה מקומית,צפון,ראמה,543,16512.76997,6491599.003,75.0200374,487,945,1,13,931,154,740,46,22,915,915,0,8,728,39,202012
1002,15.86515023,ראש העין,2640,עירייה,מרכז,ראש העין,2640,25658.61621,15865150.23,73.43138786,1165,1451,5,24,1422,206,1101,96,158,2137,2137,65,187,1470,71,202012
1003,16.8143958,ראש פינה,26,מועצה מקומית,צפון,ראש פינה,26,48140.12503,16814395.8,14.51137483,244,420,1,13,406,64,325,28,18,474,474,2,21,351,21,202012
1004,61.91425029,ראשון לציון,8300,עירייה,מרכז,ראשון לציון,8300,52256.33637,61914250.29,138.3203376,8564,11241,38,248,10955,1410,8469,1182,1132,15948,15948,364,1416,11665,457,202012
1005,2.392491791,רג'ר,4501,מועצה מקומית,צפון,רגר,4501,6174.986519,2392491.791,1.671897063,4,7,0,0,7,1,6,0,0,6,6,0,0,5,0,202012
1006,33.49152284,רהט,1161,עירייה,דרום,רהט,1161,30036.99499,33491522.84,13.91396869,466,634,7,51,576,215,384,27,187,716,716,18,5,453,35,202012
1007,23.75766908,רחובות,8400,עירייה,מרכז,רחובות,8400,31741.74448,23757669.08,143.1116827,3400,4401,11,81,4309,714,3118,497,575,6231,6232,257,515,4509,121,202012
1008,10.84636804,ריינה,542,מועצה מקומית,צפון,ריינה,542,17642.92426,10846368.04,38.90703305,422,769,2,20,747,211,529,22,60,780,780,5,9,626,23,202012
1009,3.311682267,רכסים,922,מועצה מקומית,חיפה,רכסים,922,11420.42747,3311682.267,30.80005622,102,147,0,8,139,44,90,12,12,179,179,11,1,114,8,202012
1010,11.99251961,רמלה,8500,עירייה,מרכז,רמלה,8500,20384.2379,11992519.61,210.7980709,2528,3555,11,73,3471,623,2561,281,363,4703,4703,89,226,3395,181,202012
1011,16.39495095,רמת גן,8600,עירייה,תל אביב,רמת גן,8600,32624.66126,16394950.95,337.0549882,5526,6494,19,181,6294,567,4886,801,776,9835,9835,392,1613,5791,239,202012
1012,16.64254127,רמת השרון,2650,עירייה,תל אביב,רמת השרון,2650,28611.75645,16642541.27,103.8302968,1728,2166,5,68,2093,179,1714,232,140,3304,3304,48,376,2315,121,202012
1013,2.332273052,רמת ישי,122,מועצה מקומית,צפון,רמת ישי,122,8191.017245,2332273.052,53.59578284,125,165,0,0,165,21,136,7,8,232,232,2,11,167,12,202012
1014,17.63184715,אשלים,1152,מועצה אזורית,דרום,רמת נגב,5548,21795.81724,17631847.15,0.340293331,6,10,1,3,6,1,9,0,1,8,8,0,1,6,0,202012
1015,1.784769806,טללים,1177,מועצה אזורית,דרום,רמת נגב,5548,5173.743484,1784769.806,8.964741527,16,39,0,1,38,1,38,0,0,27,27,0,2,20,1,202012
1016,2.443752597,כמהין,1291,מועצה אזורית,דרום,רמת נגב,5548,8498.65184,2443752.597,1.227620179,3,3,0,0,3,0,3,0,0,4,4,0,2,1,0,202012
1017,2.194729012,מדרשת בן גוריון,1140,מועצה אזורית,דרום,רמת נגב,5548,6848.453918,2194729.012,2.278185585,5,15,0,0,15,3,10,2,0,11,11,0,0,9,1,202012
1018,13.5697587,משאבי שדה,421,מועצה אזורית,דרום,רמת נגב,5548,22134.55648,13569758.7,2.210798339,30,76,0,5,71,16,54,6,2,55,55,0,1,30,5,202012
1019,8.516898356,רביבים,354,מועצה אזורית,דרום,רמת נגב,5548,15825.33057,8516898.356,0.469654542,4,4,0,1,3,0,4,0,0,5,5,0,2,3,0,202012
1020,19.30309864,שדה בוקר,885,מועצה אזורית,דרום,רמת נגב,5548,27152.14449,19303098.64,1.087908236,21,37,0,1,36,3,31,3,1,37,37,0,1,28,2,202012
1021,4026.245127,שטח כללי - רמת נגב,5548,מועצה אזורית,דרום,רמת נגב,5548,593708.8599,4026245127,0.055386593,223,417,13,43,361,55,332,23,3,406,406,5,16,291,19,202012
1022,14.86354203,רעננה,8700,עירייה,מרכז,רעננה,8700,20459.46638,14863542.03,111.0098788,1650,2091,8,34,2049,280,1491,274,218,3101,3101,116,272,2196,70,202012
1023,2.886715162,שבלי - אום אל רנם,913,מועצה מקומית,צפון,שבלי - אום אל רנם,913,14556.58758,2886715.162,21.82411373,63,83,2,10,71,23,54,6,6,112,112,1,1,79,3,202012
1024,13.52468759,שגב שלום,1286,מועצה מקומית,דרום,שגב שלום,1286,15841.43198,13524687.59,5.249659154,71,88,2,13,73,26,58,3,34,109,109,1,4,65,5,202012
1025,2.729137674,אחיעזר,797,מועצה אזורית,מרכז,שדות דן,5540,7810.007951,2729137.674,12.82456372,35,45,0,3,42,1,39,3,0,65,65,5,3,39,5,202012
1026,0.837481084,גנות,836,מועצה אזורית,מרכז,שדות דן,5540,3989.367557,837481.0845,32.23953412,27,35,0,0,35,0,34,1,0,54,54,0,6,40,3,202012
1027,2.017818562,זיתן,788,מועצה אזורית,מרכז,שדות דן,5540,6402.877513,2017818.562,22.79689605,46,55,0,1,54,3,45,6,5,91,91,1,6,66,5,202012
1028,1.90527385,חמד,801,מועצה אזורית,מרכז,שדות דן,5540,8692.129861,1905273.85,6.82316613,13,18,0,0,18,2,16,0,0,27,27,0,1,20,2,202012
1029,1.939623977,יגל,798,מועצה אזורית,מרכז,שדות דן,5540,6419.185457,1939623.977,52.07194857,101,140,2,1,137,9,117,13,1,194,194,1,9,149,9,202012
1030,2.441144363,כפר חבד,696,מועצה אזורית,מרכז,שדות דן,5540,7543.699293,2441144.363,47.10905334,115,146,1,4,141,21,113,11,10,216,216,5,12,162,3,202012
1031,1.932922511,משמר השבעה,729,מועצה אזורית,מרכז,שדות דן,5540,5775.048005,1932922.511,105.539668,204,265,0,11,254,17,218,30,3,418,418,3,51,299,20,202012
1032,3.262490539,ניר צבי,331,מועצה אזורית,מרכז,שדות דן,5540,10534.23514,3262490.539,31.87748708,104,147,0,4,143,10,123,14,9,205,205,3,11,149,4,202012
1033,1.921903317,צפריה,594,מועצה אזורית,מרכז,שדות דן,5540,5955.401461,1921903.317,18.21111379,35,44,0,3,41,7,34,2,4,61,61,0,8,37,1,202012
1034,12.8353637,שטח כללי - שדות דן,5540,מועצה אזורית,מרכז,שדות דן,5540,41477.08271,12835363.7,21.658911,278,432,5,15,412,45,363,17,8,585,585,2,34,447,15,202012
1035,5.521021123,בית הגדי,723,מועצה אזורית,דרום,שדות נגב,5539,12261.03244,5521021.123,7.788414325,43,71,0,8,63,11,54,6,4,84,84,2,1,65,4,202012
1036,3.01659948,גבעולים,2014,מועצה אזורית,דרום,שדות נגב,5539,8963.338077,3016599.48,3.314990958,10,17,0,1,16,4,12,1,0,19,19,0,0,13,3,202012
1037,3.44115601,זמרת,1065,מועצה אזורית,דרום,שדות נגב,5539,9179.290858,3441156.01,2.324800147,8,17,0,0,17,3,14,0,0,12,12,0,0,9,0,202012
1038,4.668087315,זרועה,2064,מועצה אזורית,דרום,שדות נגב,5539,11985.43305,4668087.315,0.2142205,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,202012
1039,5.364569527,יושיביה,803,מועצה אזורית,דרום,שדות נגב,5539,11855.17604,5364569.527,2.236898961,12,21,0,0,21,5,13,2,0,21,21,0,0,16,1,202012
1040,5.621237656,כפר מימון,1095,מועצה אזורית,דרום,שדות נגב,5539,16687.67571,5621237.656,0.533690298,3,5,0,0,5,3,2,0,2,4,4,0,0,3,0,202012
1041,5.007408758,מלילות,2044,מועצה אזורית,דרום,שדות נגב,5539,11804.19466,5007408.758,0.199704088,1,2,0,0,2,0,0,2,0,1,1,0,0,1,0,202012
1042,0.398301178,מעגלים,1082,מועצה אזורית,דרום,שדות נגב,5539,3346.287773,398301.1777,17.57464048,7,9,0,0,9,1,7,0,0,13,13,0,0,12,0,202012
1043,8.814249979,סעד,419,מועצה אזורית,דרום,שדות נגב,5539,13351.77905,8814249.979,0.680715888,6,6,0,0,6,0,6,0,0,10,10,0,1,6,0,202012
1044,5.492208554,עלומים,1146,מועצה אזורית,דרום,שדות נגב,5539,15965.85101,5492208.554,0.546228347,3,5,0,0,5,1,4,0,0,5,5,1,0,2,1,202012
1045,3.486514818,שבלים,865,מועצה אזורית,דרום,שדות נגב,5539,10311.7992,3486514.818,4.015471246,14,20,0,0,20,3,15,2,1,25,25,0,1,21,0,202012
1046,4.603226134,שובה,761,מועצה אזורית,דרום,שדות נגב,5539,11896.85016,4603226.134,1.303433684,6,6,0,1,5,3,3,0,0,10,10,1,0,4,0,202012
1047,6.02683635,שוקדה,415,מועצה אזורית,דרום,שדות נגב,5539,12114.52886,6026836.35,0.663698127,4,5,0,0,5,0,5,0,1,5,5,0,0,4,0,202012
1048,44.97721424,שטח כללי - שדות נגב,5539,מועצה אזורית,דרום,שדות נגב,5539,118552.9137,44977214.24,3.957559467,178,338,0,7,331,53,263,19,3,339,339,0,2,257,17,202012
1049,2.952763777,שרשרת,398,מועצה אזורית,דרום,שדות נגב,5539,8653.342044,2952763.777,6.773315276,20,28,0,0,28,3,24,0,0,35,35,0,2,24,0,202012
1050,4.706492909,תקומה,665,מועצה אזורית,דרום,שדות נגב,5539,10362.48112,4706492.909,0.849889733,4,4,0,0,4,0,4,0,1,6,6,0,0,2,3,202012
1051,6.307248003,שדרות,1031,עירייה,דרום,שדרות,1031,11382.01283,6307248.003,78.63968561,496,690,3,16,671,134,481,64,100,855,855,30,25,578,35,202012
1052,7.160237373,שהם,1304,מועצה מקומית,מרכז,שהם,1304,18495.12274,7160237.373,40.22213022,288,356,3,4,349,37,284,23,31,495,495,9,47,330,29,202012
1053,5.854484595,שלומי,812,מועצה מקומית,צפון,שלומי,812,14919.11076,5854484.595,17.25173213,101,150,1,5,144,31,109,10,13,169,169,6,10,116,5,202012
1054,5.383520272,שעב,538,מועצה מקומית,צפון,שעב,538,17399.46605,5383520.272,36.2216524,195,406,0,9,397,106,289,9,21,317,317,2,3,224,7,202012
1055,11.08463219,אור הנר,67,מועצה אזורית,דרום,שער הנגב,5537,19735.13507,11084632.19,0.360859967,4,11,0,1,10,3,6,2,0,7,7,0,1,5,1,202012
1056,10.31976962,ארז,714,מועצה אזורית,דרום,שער הנגב,5537,20245.83713,10319769.62,7.073801327,73,111,0,7,104,10,90,7,1,135,135,1,3,105,7,202012
1057,7.842206122,ברור חיל,428,מועצה אזורית,דרום,שער הנגב,5537,15684.2361,7842206.122,3.697939017,29,59,1,5,53,7,48,4,0,51,51,2,0,33,7,202012
1058,6.808543472,גבים,424,מועצה אזורית,דרום,שער הנגב,5537,13879.50037,6808543.472,4.25935446,29,46,0,2,44,9,30,6,3,49,49,0,0,38,1,202012
1059,10.71800653,דורות,336,מועצה אזורית,דרום,שער הנגב,5537,18491.67432,10718006.53,0.746407457,8,10,2,0,8,0,9,0,1,13,13,0,0,7,1,202012
1060,4.520947606,יכיני,811,מועצה אזורית,דרום,שער הנגב,5537,11294.3079,4520947.606,3.760273616,17,28,0,0,28,4,23,0,0,29,29,1,0,19,1,202012
1061,10.3488037,כפר עזה,845,מועצה אזורית,דרום,שער הנגב,5537,13731.77527,10348803.7,0.869665737,9,10,0,0,10,0,9,0,1,16,16,0,0,10,3,202012
1062,9.023939359,מפלסים,668,מועצה אזורית,דרום,שער הנגב,5537,16536.41261,9023939.359,0.997347128,9,12,0,1,11,0,12,0,0,16,16,0,0,14,0,202012
1063,14.02856875,נחל עוז,844,מועצה אזורית,דרום,שער הנגב,5537,18769.42225,14028568.75,1.06924664,15,29,0,0,29,9,19,1,1,22,22,0,0,16,1,202012
1064,15.98171562,ניר עם,348,מועצה אזורית,דרום,שער הנגב,5537,29830.08318,15981715.62,7.946581143,127,208,2,10,196,37,149,18,3,233,233,0,5,178,12,202012
1065,31.38169206,רוחמה,362,מועצה אזורית,דרום,שער הנגב,5537,46538.43855,31381692.06,0.605448552,19,30,1,1,28,4,20,6,2,25,25,0,3,12,3,202012
1066,48.45016587,שטח כללי - שער הנגב,5537,מועצה אזורית,דרום,שער הנגב,5537,94889.03119,48450165.87,0.804950805,39,66,0,7,59,9,50,5,1,69,69,2,0,47,4,202012
1067,0.739524137,אבן שמואל,400,מועצה אזורית,דרום,שפיר,5534,3882.604075,739524.137,32.45330179,24,41,0,0,41,6,30,4,1,48,48,0,1,31,3,202012
1068,3.596576683,איתן,37,מועצה אזורית,דרום,שפיר,5534,12581.61052,3596576.683,7.229096525,26,36,1,1,34,4,27,3,0,40,40,1,3,25,1,202012
1069,0.247384889,אלומה,1145,מועצה אזורית,דרום,שפיר,5534,2374.748786,247384.8888,32.33827271,8,9,0,0,9,0,9,0,0,14,14,0,2,10,0,202012
1070,5.104086541,זבדיאל,815,מועצה אזורית,דרום,שפיר,5534,13799.73295,5104086.541,9.404229262,48,101,5,3,93,13,73,15,1,91,91,1,2,67,7,202012
1071,3.176078639,זרחיה,818,מועצה אזורית,דרום,שפיר,5534,8557.90574,3176078.639,2.833682986,9,10,0,0,10,1,6,3,3,14,14,0,0,10,2,202012
1072,0.317415871,מרכז שפירא,1098,מועצה אזורית,דרום,שפיר,5534,2519.181859,317415.871,12.60176433,4,4,0,0,4,1,3,0,1,6,6,0,0,4,1,202012
1073,4.943034375,משואות יצחק,620,מועצה אזורית,דרום,שפיר,5534,11479.17658,4943034.375,5.46223189,27,49,1,2,46,7,37,5,1,51,51,0,3,32,4,202012
1074,5.351976576,נועם,15,מועצה אזורית,דרום,שפיר,5534,13096.84108,5351976.576,4.297477703,23,44,1,1,42,4,38,2,1,43,43,0,1,31,1,202012
1075,4.290516554,עוזה,826,מועצה אזורית,דרום,שפיר,5534,9136.241909,4290516.554,3.029938199,13,16,0,0,16,0,15,1,1,18,18,0,0,10,3,202012
1076,3.205711608,עין צורים,622,מועצה אזורית,דרום,שפיר,5534,9495.081286,3205711.608,1.559716098,5,6,0,0,6,2,3,1,1,10,10,0,1,7,1,202012
1077,5.117735014,קוממיות,766,מועצה אזורית,דרום,שפיר,5534,11611.3078,5117735.014,2.344787287,12,13,0,1,12,0,12,1,0,21,21,0,0,14,1,202012
1078,4.211212256,רווחה,2051,מועצה אזורית,דרום,שפיר,5534,14501.27636,4211212.256,10.68575918,45,76,2,5,69,6,63,5,1,83,83,0,3,55,7,202012
1079,34.31931031,שטח כללי - שפיר,5534,מועצה אזורית,דרום,שפיר,5534,75997.39773,34319310.31,5.186584415,178,333,3,12,318,42,269,18,8,352,352,0,5,262,24,202012
1080,3.937128033,שלווה,873,מועצה אזורית,דרום,שפיר,5534,10326.00814,3937128.033,4.317868217,17,21,0,4,17,5,13,1,2,24,24,1,0,19,0,202012
1081,3.111331169,שפיר,692,מועצה אזורית,דרום,שפיר,5534,9896.198349,3111331.169,3.535464212,11,14,0,0,14,3,10,0,1,20,20,0,0,15,1,202012
